"","Group.1","score","facility_a","facility_c","facility_i","facility_n","pe_descrip","coords.x1","coords.x2"
"1262","FA0240039",94.375,"5101 SANTA MONICA BLVD STE 1","LOS ANGELES","FA0240039","SPICY BBQ","RESTAURANT (0-30) SEATS HIGH RISK",-118.300891,34.090821
"1263","FA0256514",92.3333333333333,"7494 SANTA MONICA BLVD # B","WEST HOLLYWOOD","FA0256514","MADISON & PARK COFFEE","RESTAURANT (0-30) SEATS LOW RISK",-118.352885,34.090777
"1264","FA0222391",94.5,"917 W DUARTE RD","MONROVIA","FA0222391","MACKY'S NOODLE","RESTAURANT (0-30) SEATS HIGH RISK",-118.018404,34.13137
"1265","FA0142340",90.75,"2250 E IMPERIAL HWY","EL SEGUNDO","FA0142340","DIRECTV CAFE","RESTAURANT (151 + ) SEATS HIGH RISK",-118.383912,33.930858
"1266","FA0054050",94.6666666666667,"350 N LEMON AVE","WALNUT","FA0054050","VONS MARKET #2167","RESTAURANT (0-30) SEATS HIGH RISK",-117.865286,34.019179
"1267","FA0004924",94.1428571428571,"217 E FOOTHILL BLVD","MONROVIA","FA0004924","BAJA MAR FISH TACO","RESTAURANT (0-30) SEATS HIGH RISK",-117.998428,34.151399
"1268","FA0012487",95.2222222222222,"12800 S AVALON BLVD","LOS ANGELES","FA0012487","EL POLLO LOCO","RESTAURANT (31-60) SEATS HIGH RISK",-118.265255,33.91607
"1269","FA0066375",93,"155 S ROSEMEAD BLVD","PASADENA","FA0066375","MARGARITAS MEXICAN FOOD","RESTAURANT (61-150) SEATS HIGH RISK",-118.073438,34.143642
"1270","FA0256354",93.375,"10250 SANTA MONICA BLVD # 1415","LOS ANGELES","FA0256354","SWEETGREEN","RESTAURANT (0-30) SEATS HIGH RISK",-118.420041,34.059985
"1271","FA0073076",88.2,"24222 CRENSHAW BLVD","TORRANCE","FA0073076","UMENOYA","RESTAURANT (0-30) SEATS HIGH RISK",-118.327979,33.804989
"1272","FA0138239",88.5,"3329 HYDE PARK BLVD","LOS ANGELES","FA0138239","I-PIZZA TUMBY'S","RESTAURANT (0-30) SEATS MODERATE RISK",-118.330192,33.980624
"1273","FA0058437",93.5,"121 STONEWOOD ST","DOWNEY","FA0058437","BJ'S RESTAURANT","RESTAURANT (151 + ) SEATS HIGH RISK",-118.122085,33.936888
"1274","FA0248666",93.3333333333333,"343 W GAGE AVE","LOS ANGELES","FA0248666","M&M GAS STATION & MINI MART","RESTAURANT (0-30) SEATS LOW RISK",-118.279683,33.982383
"1275","FA0042536",93,"821 N DOUGLAS ST","EL SEGUNDO","FA0042536","NOAH'S NEW YORK BAGELS #3476","RESTAURANT (61-150) SEATS MODERATE RISK",-118.383194,33.92708
"1276","FA0143654",92.125,"122 S ATLANTIC BLVD","MONTEREY PARK","FA0143654","TOKYO FRIED CHICKEN","RESTAURANT (0-30) SEATS HIGH RISK",-118.13423,34.062107
"1277","FA0027288",92.8571428571429,"6307 E WHITTIER BLVD","LOS ANGELES","FA0027288","EL 7 MARES","RESTAURANT (61-150) SEATS HIGH RISK",-118.135451,34.015799
"1278","FA0176162",87.2857142857143,"4549 ROSEMEAD BLVD","PICO RIVERA","FA0176162","JIM'S BURGER #11","RESTAURANT (31-60) SEATS HIGH RISK",-118.081748,34.008196
"1279","FA0030259",95,"565 W ARROW HWY","SAN DIMAS","FA0030259","RED ROBIN BURGER & SPIRITS","RESTAURANT (151 + ) SEATS HIGH RISK",-117.817687,34.104452
"1280","FA0047552",97.25,"411 E LAS TUNAS DR","SAN GABRIEL","FA0047552","SAN GABRIEL COUNTRY CLUB","RESTAURANT (0-30) SEATS MODERATE RISK",-118.095411,34.103289
"1281","FA0026775",89,"3760 W 242ND ST","TORRANCE","FA0026775","HANK'S ITALIAN RESTAURANT","RESTAURANT (31-60) SEATS HIGH RISK",-118.351612,33.804223
"1282","FA0173853",94.4285714285714,"17871 E CASTLETON ST","ROWLAND HEIGHTS","FA0173853","SPEED ZONE","RESTAURANT (61-150) SEATS HIGH RISK",-117.913322,33.992632
"1283","FA0170177",94.125,"405 W HOLT AVE","POMONA","FA0170177","GOLDEN OX #2","RESTAURANT (31-60) SEATS HIGH RISK",-117.754931,34.062263
"1284","FA0144651",94.3333333333333,"2717 W OLYMPIC BLVD 108","LOS ANGELES","FA0144651","BEVERLY SOON TOFU","RESTAURANT (31-60) SEATS HIGH RISK",-118.292366,34.052652
"1285","FA0060738",95.5,"7121 CARLSON CIR","CANOGA PARK","FA0060738","DEL TACO #605","RESTAURANT (31-60) SEATS MODERATE RISK",-118.614105,34.199818
"1286","FA0163583",96,"11275 SANTA MONICA BLVD","LOS ANGELES","FA0163583","SUBWAY #13163","RESTAURANT (0-30) SEATS MODERATE RISK",-118.448054,34.046606
"1287","FA0013144",94.25,"2727 SANTA MONICA BLVD","SANTA MONICA","FA0013144","CARL'S JR #115","RESTAURANT (61-150) SEATS MODERATE RISK",-118.47282,34.034517
"1288","FA0240540",94.6666666666667,"26810 THE OLD RD","STEVENSON RANCH","FA0240540","ROBEKS JUICE 67","RESTAURANT (0-30) SEATS MODERATE RISK",-118.579632,34.40827
"1289","FA0043916",95.8333333333333,"3771 MCCLINTOCK AVE","LOS ANGELES","FA0043916","USC PARK SIDE INT'L COLLEGE","RESTAURANT (151 + ) SEATS HIGH RISK",-118.29047,34.019749
"1290","FA0160270",89.75,"435 S LOS ANGELES ST","LOS ANGELES","FA0160270","ANTONJITOS PUEBLA SNACK SHOP #2","RESTAURANT (0-30) SEATS HIGH RISK",-118.246995,34.046625
"1291","FA0165762",93.1666666666667,"119 LOS CERRITOS MALL","CERRITOS","FA0165762","HI BBQ","RESTAURANT (0-30) SEATS HIGH RISK",-118.092299,33.859258
"1292","FA0225924",93,"13817 VENTURA BLVD","SHERMAN OAKS","FA0225924","TE'KILA","RESTAURANT (61-150) SEATS HIGH RISK",-118.433873,34.148466
"1293","FA0035039",94.4,"29169 HEATHERCLIFF RD STE 110","MALIBU","FA0035039","SUNLIFE ORGANICS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.809185,34.021032
"1294","FA0242898",96.8571428571429,"15207 W SUNSET BLVD","PACIFIC PALISADES","FA0242898","CHIPOTLE MEXICAN GRILL#2738","RESTAURANT (0-30) SEATS HIGH RISK",-118.524502,34.046304
"1295","FA0241642",91,"10023 S INGLEWOOD AVE","INGLEWOOD","FA0241642","PEPE'S TACO","RESTAURANT (0-30) SEATS HIGH RISK",-118.361338,33.944774
"1296","FA0248001",92,"200 WORLD WAY","LOS ANGELES","FA0248001","DELTA AIRLINE T2","RESTAURANT (0-30) SEATS MODERATE RISK",-118.404179,33.945156
"1297","FA0180151",94.8571428571429,"21820 BURBANK BLVD UNIT 110","WOODLAND HILLS","FA0180151","TRIMANA","RESTAURANT (0-30) SEATS HIGH RISK",-118.603573,34.17229
"1298","FA0155878",96.5,"14440 FRIAR ST","VAN NUYS","FA0155878","ELKS LODGE 2790","RESTAURANT (0-30) SEATS MODERATE RISK",-118.447882,34.185671
"1299","FA0047825",97,"24201 VALENCIA BLVD # FC14","VALENCIA","FA0047825","SARKU JAPAN","RESTAURANT (0-30) SEATS HIGH RISK",-118.559184,34.413253
"1300","FA0049964",98.2,"3446 FOOTHILL BLVD","LA CRESCENTA","FA0049964","SUBWAY SANDWICHES","RESTAURANT (0-30) SEATS MODERATE RISK",-118.254557,34.233225
"1301","FA0247889",87.5,"18026 S WESTERN AVE","GARDENA","FA0247889","LITTLE CHINA RESTAURANT","RESTAURANT (61-150) SEATS HIGH RISK",-118.309149,33.867012
"1302","FA0036187",91.2857142857143,"15755 ROSCOE BLVD","NORTH HILLS","FA0036187","TACOS MICHOACAN","RESTAURANT (0-30) SEATS HIGH RISK",-118.476125,34.221381
"1303","FA0028398",95.2142857142857,"921 W RIVERSIDE DR","BURBANK","FA0028398","PICKWICK BANQUET","RESTAURANT (151 + ) SEATS HIGH RISK",-118.311406,34.159919
"1304","FA0239819",95.5714285714286,"400 S BALDWIN AVE # M20","ARCADIA","FA0239819","TSURUMARU UDON HONPO","RESTAURANT (0-30) SEATS HIGH RISK",-118.05425,34.1341
"1305","FA0138156",96,"28164 NEWHALL RANCH RD","VALENCIA","FA0138156","JUICE IT UP","RESTAURANT (0-30) SEATS MODERATE RISK",-118.57716,34.442982
"1306","FA0138641",96.1428571428571,"101 N VICTORY BLVD UNIT K","BURBANK","FA0138641","RAFO'S CAFE","RESTAURANT (0-30) SEATS HIGH RISK",-118.316576,34.173683
"1307","FA0040750",94.6666666666667,"21532 DEVONSHIRE ST","CHATSWORTH","FA0040750","MUNCH BOX","RESTAURANT (0-30) SEATS MODERATE RISK",-118.599453,34.257187
"1308","FA0158018",94.8333333333333,"503 MAIN ST","EL SEGUNDO","FA0158018","KREATION JUICERY INC","RESTAURANT (0-30) SEATS MODERATE RISK",-118.415939,33.922294
"1309","FA0009419",92.3333333333333,"1751 ENSLEY AVE","LOS ANGELES","FA0009419","CLEMENTINE","RESTAURANT (31-60) SEATS HIGH RISK",-118.420826,34.060451
"1310","FA0255659",92.8,"16000 PARAMOUNT BLVD # B","PARAMOUNT","FA0255659","CASCADA REFRESCANTE","RESTAURANT (0-30) SEATS MODERATE RISK",-118.159975,33.887728
"1311","FA0159791",92,"5070 ROSEMEAD BLVD","PICO RIVERA","FA0159791","HAPPY WOK","RESTAURANT (0-30) SEATS HIGH RISK",-118.083978,34.000347
"1312","FA0245691",92.0909090909091,"1073 BROXTON AVE","LOS ANGELES","FA0245691","CAVA MEZZE GRILL","RESTAURANT (31-60) SEATS HIGH RISK",-118.446027,34.061258
"1313","FA0066054",94.1666666666667,"248 E CARSON ST","CARSON","FA0066054","LUCKY CHINA","RESTAURANT (61-150) SEATS HIGH RISK",-118.272946,33.831575
"1314","FA0006498",94.125,"2117 W 6TH ST","LOS ANGELES","FA0006498","ANNIES BAKERY CAFE","RESTAURANT (0-30) SEATS HIGH RISK",-118.275268,34.0597
"1315","FA0018169",95.375,"11134 BALBOA BLVD","GRANADA HILLS","FA0018169","ITALIA BAKERY & DELICATESSEN","RESTAURANT (0-30) SEATS HIGH RISK",-118.502196,34.273602
"1316","FA0249118",90.7142857142857,"3198 W 7TH ST","LOS ANGELES","FA0249118","THE PRINCE","RESTAURANT (151 + ) SEATS HIGH RISK",-118.295045,34.059749
"1317","FA0043668",94.7777777777778,"11190 S ATLANTIC AVE","LYNWOOD","FA0043668","PEPE'S POLLO","RESTAURANT (0-30) SEATS HIGH RISK",-118.185512,33.925691
"1318","FA0049828",92.25,"5517 1/2 DEL AMO BLVD","LAKEWOOD","FA0049828","SUBWAY #42247","RESTAURANT (0-30) SEATS MODERATE RISK",-118.124419,33.847125
"1319","FA0032652",92,"39450 W 10TH ST W STE A","PALMDALE","FA0032652","SHAKEY'S PIZZA","RESTAURANT (151 + ) SEATS MODERATE RISK",-118.147594,34.599871
"1320","FA0033487",96.4285714285714,"4015 BEVERLY BLVD","LOS ANGELES","FA0033487","LA ORIG PANDERIA EL SALVADOR","RESTAURANT (0-30) SEATS HIGH RISK",-118.296659,34.076287
"1321","FA0007998",93.4,"3700 W OLYMPIC BLVD STE #100","LOS ANGELES","FA0007998","BAK KUNG","RESTAURANT (61-150) SEATS HIGH RISK",-118.319007,34.053199
"1322","FA0010357",92.8,"9400 CULVER BLVD","CULVER CITY","FA0010357","CULVER HOTEL","RESTAURANT (0-30) SEATS LOW RISK",-118.394358,34.023868
"1323","FA0239774",96,"550 S GLENDORA AVE","WEST COVINA","FA0239774","ICE BAR","RESTAURANT (0-30) SEATS MODERATE RISK",-117.927596,34.065327
"1324","FA0030820",92,"5348 W ROSECRANS AVE","HAWTHORNE","FA0030820","ROBEKS JUICE","RESTAURANT (0-30) SEATS MODERATE RISK",-118.373449,33.901771
"1325","FA0055706",96.7142857142857,"17200 VENTURA BLVD STE 228","ENCINO","FA0055706","YOGURTLAND","RESTAURANT (0-30) SEATS MODERATE RISK",-118.507611,34.160544
"1326","FA0249445",93.4444444444444,"12411 BURBANK BLVD","NORTH HOLLYWOOD","FA0249445","SPICE PLUS AND GROCERY","RESTAURANT (0-30) SEATS HIGH RISK",-118.404147,34.172151
"1327","FA0159217",95,"11118 MAGNOLIA BLVD","NORTH HOLLYWOOD","FA0159217","REPUBLIC OF PIE","RESTAURANT (61-150) SEATS HIGH RISK",-118.373086,34.164914
"1328","FA0170014",97,"2700 N SEPULVEDA BLVD","MANHATTAN BEACH","FA0170014","AFC SUSHI @ RALPH'S # 166","RESTAURANT (0-30) SEATS HIGH RISK",-118.395933,33.895841
"1329","FA0071899",89,"740 S PACIFIC AVE","SAN PEDRO","FA0071899","TAQUERIA TACOS JALISCO #2","RESTAURANT (31-60) SEATS HIGH RISK",-118.287924,33.737281
"1330","FA0175090",95.4,"10833 LE CONTE AVE","LOS ANGELES","FA0175090","CAFE MED","RESTAURANT (151 + ) SEATS HIGH RISK",-118.443502,34.063694
"1331","FA0062909",91.125,"230 N SAN FERNANDO BLVD","BURBANK","FA0062909","GOURMET 88","RESTAURANT (61-150) SEATS HIGH RISK",-118.310453,34.182156
"1332","FA0222031",93.5,"11269 183RD ST","CERRITOS","FA0222031","BLAZE PIZZA #112","RESTAURANT (61-150) SEATS HIGH RISK",-118.093637,33.865712
"1333","FA0061553",95.7142857142857,"4794 N PECK RD","EL MONTE","FA0061553","EL POLLO LOCO # 5518","RESTAURANT (31-60) SEATS HIGH RISK",-118.014505,34.090753
"1334","FA0047333",94.2,"832 N GLENDORA AVE","COVINA","FA0047333","SENOR BAJA","RESTAURANT (0-30) SEATS HIGH RISK",-117.863796,34.095122
"1335","FA0001841",95.1666666666667,"460 W 1ST ST","CLAREMONT","FA0001841","21 CHOICES","RESTAURANT (0-30) SEATS MODERATE RISK",-117.720255,34.094633
"1336","FA0063641",91.375,"5834 S VERMONT AVE","LOS ANGELES","FA0063641","HONG KONG BOWL","RESTAURANT (0-30) SEATS HIGH RISK",-118.291464,33.988731
"1337","FA0022928",92.5,"175 W INDIAN HILL BLVD B102A","CLAREMONT","FA0022928","LOVING HUT CLAREMONT VEGAN","RESTAURANT (61-150) SEATS HIGH RISK",-117.719301,34.095437
"1338","FA0065653",89.2857142857143,"500 WORLD WAY #5A","LOS ANGELES","FA0065653","LEMONADE","RESTAURANT (61-150) SEATS HIGH RISK",-118.404744,33.942712
"1339","FA0044682",95.3333333333333,"4207 BEVERLY BLVD","LOS ANGELES","FA0044682","PIZZA HUT #27613","RESTAURANT (0-30) SEATS MODERATE RISK",-118.300613,34.076274
"1340","FA0044157",95.8333333333333,"2542 W TEMPLE ST","LOS ANGELES","FA0044157","PIZZA HUT #26179","RESTAURANT (0-30) SEATS MODERATE RISK",-118.274743,34.07248
"1341","FA0061427",91.6666666666667,"2715 MANHATTAN BEACH BLVD","REDONDO BEACH","FA0061427","EL GAUCHO MARKET & DELI","RESTAURANT (31-60) SEATS HIGH RISK",-118.362753,33.887439
"1342","FA0031193",93,"19707 RINALDI ST","PORTER RANCH","FA0031193","JASMINE THAI CUISINE","RESTAURANT (61-150) SEATS HIGH RISK",-118.56275,34.274906
"1343","FA0160054",94.8333333333333,"21110 DEVONSHIRE ST","CHATSWORTH","FA0160054","AMECI PIZZA AND PASTA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.593313,34.257238
"1344","FA0050407",91.1666666666667,"606 N ROBERTSON BLVD","WEST HOLLYWOOD","FA0050407","SUR RESTAURANT","RESTAURANT (61-150) SEATS HIGH RISK",-118.385503,34.081065
"1345","FA0011922",89,"15337 S PARAMOUNT BLVD","PARAMOUNT","FA0011922","CAFE CORLEONE","RESTAURANT (31-60) SEATS HIGH RISK",-118.160169,33.893686
"1346","FA0014889",93.3333333333333,"11908 S HAWTHORNE BLVD","HAWTHORNE","FA0014889","CHIPS COFFEE SHOP","RESTAURANT (61-150) SEATS HIGH RISK",-118.352473,33.925318
"1347","FA0002647",93.2,"1051 BROXTON AVE","LOS ANGELES","FA0002647","A MI JAPANESE RESTAURANT","RESTAURANT (151 + ) SEATS HIGH RISK",-118.446356,34.061658
"1348","FA0070017",94.5714285714286,"12450 BURBANK BLVD STE H","VALLEY VILLAGE","FA0070017","SAM'S KOSHER BAKERY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.404659,34.17215
"1349","FA0027631",98.8571428571429,"1803 N CAHUENGA BLVD","LOS ANGELES","FA0027631","PANDA EXPRESS #2172","RESTAURANT (0-30) SEATS HIGH RISK",-118.329951,34.10442
"1350","FA0004723",90.8571428571429,"1605 PACIFIC COAST HWY STE 105","HARBOR CITY","FA0004723","BAJA FISH GRILL","RESTAURANT (31-60) SEATS HIGH RISK",-118.3047,33.789455
"1351","FA0049951",98,"733 W NAOMI AVE # G","ARCADIA","FA0049951","SUBWAY SANDWICHES & SALAD","RESTAURANT (0-30) SEATS MODERATE RISK",-118.056137,34.123894
"1352","FA0172321",97,"3510 W CENTURY BLVD","INGLEWOOD","FA0172321","DEL TACO #775","RESTAURANT (61-150) SEATS MODERATE RISK",-118.33339,33.945405
"1353","FA0175584",94.4,"15334 WHITTIER BLVD","WHITTIER","FA0175584","MUL CAHEYS","RESTAURANT (61-150) SEATS MODERATE RISK",-117.999941,33.946692
"1354","FA0224021",92.7142857142857,"227 N MACLAY AVE","SAN FERNANDO","FA0224021","PAPA JUAN'S FISH TACOS","RESTAURANT (0-30) SEATS HIGH RISK",-118.438675,34.285225
"1355","FA0176288",87.4,"113 CATALINA AVE","AVALON","FA0176288","COYOTE JOE'S","RESTAURANT (61-150) SEATS HIGH RISK",-118.325545,33.343037
"1356","FA0164371",93.3333333333333,"15333 SHERMAN WAY","VAN NUYS","FA0164371","PETER'S DONUT SHOP","RESTAURANT (0-30) SEATS MODERATE RISK",-118.467177,34.201254
"1357","FA0242864",93.0714285714286,"750 N HILL ST STE A","LOS ANGELES","FA0242864","OCEAN SEAFOOD RESTAURANT","RESTAURANT (0-30) SEATS HIGH RISK",-118.240026,34.061841
"1358","FA0248141",99.4285714285714,"201 E MAGNOLIA BLVD STE 137","BURBANK","FA0248141","PANDA EXPRESS","RESTAURANT (0-30) SEATS HIGH RISK",-118.311707,34.183123
"1359","FA0137376",95.6666666666667,"1923 N BRONSON AVE","LOS ANGELES","FA0137376","FRESH BROTHERS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.318003,34.105816
"1360","FA0034725",96,"11629 LOWER AZUSA RD STE I","EL MONTE","FA0034725","SUBWAY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.013649,34.090562
"1361","FA0180762",95.5,"3140 FOOTHILL BLVD","LA CRESCENTA","FA0180762","WIENERSCHNITZEL #69","RESTAURANT (0-30) SEATS MODERATE RISK",-118.247897,34.22909
"1362","FA0048255",95.75,"5170 W SUNSET BLVD","LOS ANGELES","FA0048255","SHAKEY'S PIZZA PARLOR #17","RESTAURANT (151 + ) SEATS HIGH RISK",-118.302919,34.098113
"1363","FA0039235",95.4,"10859 OXNARD ST","NORTH HOLLYWOOD","FA0039235","VALLARTA SUPERMARKET #9","RESTAURANT (31-60) SEATS HIGH RISK",-118.367626,34.179422
"1364","FA0027633",98.3333333333333,"1861 W AVENUE I","LANCASTER","FA0027633","PANDA EXPRESS","RESTAURANT (31-60) SEATS HIGH RISK",-118.1655,34.704113
"1365","FA0067923",93.5,"3728 W OLYMPIC BLVD","LOS ANGELES","FA0067923","OLYMPIC CAFE HOUSE OF BKFST","RESTAURANT (0-30) SEATS HIGH RISK",-118.318916,34.053165
"1366","FA0173625",90.75,"200 WORLD WAY # T235","LOS ANGELES","FA0173625","FRESH BROTHERS PIZZA","RESTAURANT (31-60) SEATS HIGH RISK",-118.404179,33.945156
"1367","FA0166791",90.25,"12940 FOOTHILL BLVD STE A","SAN FERNANDO","FA0166791","CRAZY GOODY","RESTAURANT (31-60) SEATS HIGH RISK",-118.416925,34.295135
"1368","FA0068422",94.375,"2260 WESTWOOD BLVD","LOS ANGELES","FA0068422","PASTINA","RESTAURANT (61-150) SEATS HIGH RISK",-118.430917,34.042957
"1369","FA0034239",96.25,"21504 VICTORY BLVD","WOODLAND HILLS","FA0034239","STARBUCKS COFFEE #5485","RESTAURANT (0-30) SEATS LOW RISK",-118.599137,34.18816
"1370","FA0251626",96,"15478 S WESTERN AVE # 107","GARDENA","FA0251626","POKE BAR","RESTAURANT (0-30) SEATS HIGH RISK",-118.309153,33.889972
"1371","FA0012131",93.8888888888889,"9456 TELEGRAPH RD","DOWNEY","FA0012131","EL ATACOR #9","RESTAURANT (0-30) SEATS HIGH RISK",-118.10124,33.954871
"1372","FA0244549",95.3333333333333,"18950 SOLEDAD CANYON RD","CANYON COUNTRY","FA0244549","CARL'S JR. 160","RESTAURANT (61-150) SEATS MODERATE RISK",-118.467267,34.415641
"1373","FA0202870",89.875,"44960 VALLEY CENTRAL WAY","LANCASTER","FA0202870","GINO'S RISTORANTE","RESTAURANT (151 + ) SEATS HIGH RISK",-118.174465,34.699029
"1374","FA0045378",94.2222222222222,"11835 WILSHIRE BLVD","LOS ANGELES","FA0045378","Q'S","RESTAURANT (31-60) SEATS HIGH RISK",-118.463261,34.047521
"1375","FA0012247",95,"601 N SAN FERNANDO BLVD","BURBANK","FA0012247","CALIFORNIA PIZZA KITCHEN #47","RESTAURANT (151 + ) SEATS HIGH RISK",-118.314199,34.184775
"1376","FA0009708",94.1666666666667,"5107 CANDLEWOOD ST","LAKEWOOD","FA0009708","COLD STONE CREAMERY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.133384,33.853661
"1377","FA0248805",91,"13236 PAXTON ST # 4","PACOIMA","FA0248805","TACOS EL GORDO","RESTAURANT (61-150) SEATS HIGH RISK",-118.421037,34.277429
"1378","FA0070941",97,"15220 ROSECRANS AVE","LA MIRADA","FA0070941","STARBUCKS COFFEE #10342","RESTAURANT (31-60) SEATS LOW RISK",-118.006619,33.898681
"1379","FA0021435",90.1666666666667,"12341 E IMPERIAL HWY","NORWALK","FA0021435","EL TACO LOCO","RESTAURANT (31-60) SEATS HIGH RISK",-118.069796,33.917191
"1380","FA0053463",95.2,"16157 E GALE AVE","HACIENDA HEIGHTS","FA0053463","VFW POST 1944","RESTAURANT (151 + ) SEATS HIGH RISK",-117.954035,34.008153
"1381","FA0136881",92.6666666666667,"8446 ALONDRA BLVD","PARAMOUNT","FA0136881","EL MAZATLECO","RESTAURANT (0-30) SEATS HIGH RISK",-118.152514,33.889172
"1382","FA0043738",96.375,"804 MONTANA AVE","SANTA MONICA","FA0043738","PANDA EXPRESS #187","RESTAURANT (0-30) SEATS HIGH RISK",-118.500741,34.027689
"1383","FA0179852",95.75,"23630 VALENCIA BLVD STE F","VALENCIA","FA0179852","BAJA FRESH","RESTAURANT (61-150) SEATS HIGH RISK",-118.549441,34.416528
"1384","FA0019501",96,"3430 OCEAN VIEW BLVD STE #H","GLENDALE","FA0019501","DOMINO'S PIZZA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.228308,34.201181
"1385","FA0015029",94.25,"1218 3RD ST","SANTA MONICA","FA0015029","CHIPOTLE MEXICAN GRILL","RESTAURANT (31-60) SEATS HIGH RISK",-118.498971,34.018093
"1386","FA0156835",91.4285714285714,"3071 W 8TH ST","LOS ANGELES","FA0156835","GOOPOJIB","RESTAURANT (0-30) SEATS HIGH RISK",-118.294001,34.057731
"1387","FA0034741",95.6666666666667,"20942 ROSCOE BLVD","CANOGA PARK","FA0034741","SUBWAY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.590038,34.219902
"1388","FA0166413",90.1111111111111,"12424 PHILADELPHIA ST","WHITTIER","FA0166413","MR. PEPES BURGERS","RESTAURANT (0-30) SEATS HIGH RISK",-118.043531,33.979105
"1389","FA0138799",95.4285714285714,"1000 LAS LOMAS RD","DUARTE","FA0138799","DUFFER'S BAR & GRILL","RESTAURANT (61-150) SEATS HIGH RISK",-117.946846,34.139929
"1390","FA0038590",95.75,"20655 SOLEDAD CYN RD B-6","CANYON COUNTRY","FA0038590","MARIA BONITA RESTAURANT","RESTAURANT (61-150) SEATS HIGH RISK",-118.497687,34.420887
"1391","FA0044781",94.4,"4830 W ROSECRANS AVE","HAWTHORNE","FA0044781","PIZZA HUT #26172","RESTAURANT (0-30) SEATS MODERATE RISK",-118.362196,33.901755
"1392","FA0060343",92,"21721 S WESTERN AVE","TORRANCE","FA0060343","COUNTRY BURGER","RESTAURANT (61-150) SEATS HIGH RISK",-118.309086,33.830586
"1393","FA0225081",94.5,"947 S GLENDORA AVE","WEST COVINA","FA0225081","LOBSTER AND STEAK EXPRESS","RESTAURANT (0-30) SEATS HIGH RISK",-117.935305,34.058473
"1394","FA0224547",94.8,"600 WORLD WAY # 645","LOS ANGELES","FA0224547","EARTHBAR","RESTAURANT (0-30) SEATS MODERATE RISK",-118.402526,33.942937
"1395","FA0252566",98.625,"211 E FOOTHILL BLVD","ARCADIA","FA0252566","AFC SUSHI @ RALPH'S # 41","RESTAURANT (0-30) SEATS HIGH RISK",-118.025085,34.151061
"1396","FA0172421",91.8571428571429,"707 N PACIFIC COAST HWY","REDONDO BEACH","FA0172421","KIRARI WEST","RESTAURANT (0-30) SEATS MODERATE RISK",-118.389779,33.853123
"1397","FA0024122",96.3333333333333,"18389 VENTURA BLVD","TARZANA","FA0024122","MAUI SUGAR MILL","RESTAURANT (31-60) SEATS LOW RISK",-118.53384,34.167906
"1398","FA0250125",94,"2220 COLORADO AVE","SANTA MONICA","FA0250125","BON APPETIT","RESTAURANT (31-60) SEATS HIGH RISK",-118.474522,34.02795
"1399","FA0165483",86.8,"1157 N WESTERN AVE","LOS ANGELES","FA0165483","TAQUERIA LA CHISPITA","RESTAURANT (0-30) SEATS HIGH RISK",-118.309188,34.092097
"1400","FA0032729",94.5,"5259 HOLLYWOOD BLVD","LOS ANGELES","FA0032729","KAZOKU SUSHI","RESTAURANT (0-30) SEATS HIGH RISK",-118.30522,34.101744
"1401","FA0032178",94.625,"138 E VALLEY BLVD","ALHAMBRA","FA0032178","SAVOY RESTAURANT","RESTAURANT (31-60) SEATS HIGH RISK",-118.121315,34.078667
"1402","FA0061632",92.6666666666667,"7559 TOPANGA CANYON BLVD","CANOGA PARK","FA0061632","EL TACO LLAMA","RESTAURANT (31-60) SEATS HIGH RISK",-118.605961,34.207969
