"","Group.1","score","facility_a","facility_c","facility_i","facility_n","pe_descrip","coords.x1","coords.x2"
"22456","FA0271191",95,"22950 VANOWEN ST # E","WEST HILLS","FA0271191","CRAVE CAFE WEST HILLS","RESTAURANT (61-150) SEATS HIGH RISK",-118.627571,34.193697
"22457","FA0270658",96.5,"12301 IMPERIAL HWY","NORWALK","FA0270658","SUBWAY #2639","RESTAURANT (0-30) SEATS MODERATE RISK",-118.070377,33.917188
"22458","FA0267521",94,"6401 CANOGA AVE","WOODLAND HILLS","FA0267521","LIFE CAFE","RESTAURANT (0-30) SEATS LOW RISK",-118.597544,34.187257
"22459","FA0270319",93.4,"400 S BALDWIN AVE # FC7","ARCADIA","FA0270319","SNOW FOX ARCADIA 2","RESTAURANT (0-30) SEATS HIGH RISK",-118.05425,34.1341
"22460","FA0156871",93.5,"8809 SANTA MONICA BLVD","WEST HOLLYWOOD","FA0156871","TRUNKS","RESTAURANT (61-150) SEATS LOW RISK",-118.383108,34.085619
"22461","FA0049492",98.6666666666667,"6745 HOLLYWOOD BLVD","LOS ANGELES","FA0049492","STARBUCKS COFFEE # 5775","RESTAURANT (0-30) SEATS LOW RISK",-118.337316,34.101547
"22462","FA0138262",98,"14400 S PARAMOUNT BLVD","PARAMOUNT","FA0138262","ELDERLY NUTRITION PROGRAM","RESTAURANT (31-60) SEATS HIGH RISK",-118.16008,33.902283
"22463","FA0271022",93,"3213 GLENDALE GALLERIA SPC LU01","GLENDALE","FA0271022","GENGIS KHAN","RESTAURANT (0-30) SEATS HIGH RISK",-118.259186,34.142749
"22464","FA0271691",94.6,"6171 SEPULVEDA BLVD # A-4","VAN NUYS","FA0271691","ONO HAWAIIAN BBQ","RESTAURANT (0-30) SEATS HIGH RISK",-118.466191,34.182497
"22465","FA0271749",90.3333333333333,"356 S WESTERN AVE #201 &202","LOS ANGELES","FA0271749","SONGHAK","RESTAURANT (31-60) SEATS HIGH RISK",-118.309107,34.067417
"22466","FA0066421",96.5,"13755 FIJI WAY","MARINA DEL REY","FA0066421","MARINA HORNBLOWER","RESTAURANT (0-30) SEATS MODERATE RISK",-118.44564,33.972652
"22467","FA0178350",90,"9875 ALONDRA BLVD","BELLFLOWER","FA0178350","BOTTOMS UP TIKI LOUNGE","RESTAURANT (31-60) SEATS LOW RISK",-118.122566,33.88936
"22468","FA0272193",97.5,"9001 WHITTIER BLVD","PICO RIVERA","FA0272193","CHICK-FIL-A AT WHITTIER","RESTAURANT (61-150) SEATS HIGH RISK",-118.083279,34.001161
"22469","FA0034257",97,"335 E ALBERTONI ST STE 100","CARSON","FA0034257","STARBUCKS COFFEE #9411","RESTAURANT (0-30) SEATS LOW RISK",-118.269921,33.871553
"22470","FA0271317",98,"10962 LE CONTE AVE","LOS ANGELES","FA0271317","JEWS FOR JESUS","RESTAURANT (0-30) SEATS LOW RISK",-118.447549,34.063627
"22471","FA0270070",97.5,"23432 LYONS AVE","NEWHALL","FA0270070","BASKIN ROBBINS","RESTAURANT (0-30) SEATS LOW RISK",-118.543566,34.379546
"22472","FA0034342",98,"5545 W SUNSET BLVD","LOS ANGELES","FA0034342","STARBUCKS COFFEE #5379","RESTAURANT (0-30) SEATS LOW RISK",-118.311068,34.09809
"22473","FA0271515",97.75,"14218 1/2 ROSECRANS AVE","LA MIRADA","FA0271515","CIVITAS COFFEE CO","RESTAURANT (0-30) SEATS MODERATE RISK",-118.028605,33.902463
"22474","FA0005026",98,"4066 VICTORIA AVE","LOS ANGELES","FA0005026","BASKIN ROBBINS 31 FLAVORS","RESTAURANT (0-30) SEATS LOW RISK",-118.33633,34.007992
"22475","FA0270244",92,"109 E BROADWAY","GLENDALE","FA0270244","GALLETAS DELIGHT","RESTAURANT (0-30) SEATS LOW RISK",-118.254179,34.146285
"22476","FA0051336",90,"442 N FAIRFAX AVE","LOS ANGELES","FA0051336","THE DIME","RESTAURANT (31-60) SEATS LOW RISK",-118.361452,34.079331
"22477","FA0036545",95,"2626 COLORADO BLVD","LOS ANGELES","FA0036545","TARGET #T1408","RESTAURANT (0-30) SEATS LOW RISK",-118.223396,34.142309
"22478","FA0270986",90.6666666666667,"1870 S ELENA AVE UNIT 103","REDONDO BEACH","FA0270986","ASAKA SUSHI","RESTAURANT (61-150) SEATS HIGH RISK",-118.386834,33.816434
"22479","FA0270494",91,"4209 W 3RD ST","LOS ANGELES","FA0270494","LA BANGLA BAZAR","RESTAURANT (31-60) SEATS HIGH RISK",-118.305678,34.068991
"22480","FA0021391",96,"5515 WILSHIRE BLVD","LOS ANGELES","FA0021391","EL REY THEATRE BAR","RESTAURANT (0-30) SEATS LOW RISK",-118.348921,34.062388
"22481","FA0271002",87.25,"4103 BEVERLY BLVD","LOS ANGELES","FA0271002","5 STAR TOMBO LOCO RESTAURANT","RESTAURANT (31-60) SEATS HIGH RISK",-118.298459,34.076289
"22482","FA0167469",97,"6290 W SUNSET BLVD STE C","LOS ANGELES","FA0167469","STARBUCKS #22916","RESTAURANT (31-60) SEATS LOW RISK",-118.326449,34.097995
"22483","FA0270455",96.5,"8201 TOPANGA CANYON BLVD","CANOGA PARK","FA0270455","FUJISAN INSIDE VALLARTA #112","RESTAURANT (0-30) SEATS HIGH RISK",-118.605988,34.218144
"22484","FA0271044",92.75,"1385 W PARK WESTERN DR","SAN PEDRO","FA0271044","ROLLSTOP SUSHI","RESTAURANT (31-60) SEATS HIGH RISK",-118.307253,33.752625
"22485","FA0271439",97.6,"211 W WILSON AVE","GLENDALE","FA0271439","CARIACO","RESTAURANT (0-30) SEATS HIGH RISK",-118.256941,34.148042
"22486","FA0174731",86.5,"2390 E PACIFICA PL","COMPTON","FA0174731","SUB CONNECTION","RESTAURANT (31-60) SEATS MODERATE RISK",-118.223734,33.848806
"22487","FA0270053",96,"108 S MARKET ST","INGLEWOOD","FA0270053","SIP & SONDER","RESTAURANT (31-60) SEATS LOW RISK",-118.351934,33.962804
"22488","FA0270689",91.3333333333333,"15900 PIONEER BLVD","NORWALK","FA0270689","YUM YUM DONUTS 9399C","RESTAURANT (0-30) SEATS MODERATE RISK",-118.082346,33.887284
"22489","FA0271529",93.5,"11936 FOOTHILL BLVD","SYLMAR","FA0271529","BAYSHORE FISH MARKET","RESTAURANT (0-30) SEATS HIGH RISK",-118.396437,34.275763
"22490","FA0270011",90.25,"865 S VERMONT AVE","LOS ANGELES","FA0270011","MOA BAR","RESTAURANT (151 + ) SEATS HIGH RISK",-118.291627,34.056383
"22491","FA0272188",93.75,"13621 GARFIELD AVE","SOUTH GATE","FA0272188","ZAVALA RESTAURANT Y TAQUERIA","RESTAURANT (0-30) SEATS HIGH RISK",-118.16898,33.913993
"22492","FA0271383",92.5,"2015 S HACIENDA BLVD","HACIENDA HEIGHTS","FA0271383","TACOS Y MARISCOS METRO BASILICA","RESTAURANT (0-30) SEATS HIGH RISK",-117.967928,33.996931
"22493","FA0271046",96.3333333333333,"7921 CANOGA AVE STE B","CANOGA PARK","FA0271046","BREWZ","RESTAURANT (31-60) SEATS HIGH RISK",-118.597528,34.214786
"22494","FA0268418",90.6,"11535 SHERMAN WAY","NORTH HOLLYWOOD","FA0268418","INTERNATIONAL GRILL HOUSE","RESTAURANT (0-30) SEATS HIGH RISK",-118.383678,34.201189
"22495","FA0271527",89.3333333333333,"11328 SOUTH ST","CERRITOS","FA0271527","ZENBU SHABU SHABU","RESTAURANT (31-60) SEATS HIGH RISK",-118.091822,33.858327
"22496","FA0271201",88.4,"3537 MARTIN LUTHER KING JR BLVD","LYNWOOD","FA0271201","BUEN SABOR","RESTAURANT (0-30) SEATS HIGH RISK",-118.206643,33.935767
"22497","FA0271659",92.5,"10721 BURBANK BLVD","NORTH HOLLYWOOD","FA0271659","THE GOOD NITE","RESTAURANT (31-60) SEATS LOW RISK",-118.364518,34.172158
"22498","FA0270611",95.6666666666667,"1507 W BEVERLY BLVD","MONTEBELLO","FA0270611","FATBURGER MONTEBELLO","RESTAURANT (0-30) SEATS HIGH RISK",-118.114564,34.018921
"22499","FA0042798",92.25,"189 THE GROVE DR STE L-80","LOS ANGELES","FA0042798","PACIFIC THEATRES AT THE GROVE","RESTAURANT (0-30) SEATS LOW RISK",-118.356312,34.072264
"22500","FA0271346",90,"421 N ATLANTIC BLVD # 104","MONTEREY PARK","FA0271346","DUO MI BOBA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.134339,34.067362
"22501","FA0270501",93.6,"11635 VALLEY BLVD # C","EL MONTE","FA0270501","CURRY TIME","RESTAURANT (0-30) SEATS HIGH RISK",-118.025744,34.067208
"22502","FA0270609",93.4,"8414 SUNLAND","SUN VALLEY","FA0270609","GEORGIO'S SPORTS BAR & PIZZERIA","RESTAURANT (61-150) SEATS HIGH RISK",-118.365572,34.223789
"22503","FA0270999",92,"7900 WOODLEY AVE","VAN NUYS","FA0270999","CATCH 818 MARISCOS","RESTAURANT (31-60) SEATS HIGH RISK",-118.483681,34.214085
"22504","FA0015927",94.5,"300 S LA CIENEGA BLVD","LOS ANGELES","FA0015927","THE COFFEE BEAN & TEA LEAF","RESTAURANT (31-60) SEATS LOW RISK",-118.376478,34.073095
"22505","FA0271378",96.6,"735 W LANCASTER BLVD","LANCASTER","FA0271378","LUCKY LUKE BREWING COMPANY","RESTAURANT (61-150) SEATS HIGH RISK",-118.142917,34.697787
"22506","FA0270686",93.6666666666667,"5574 SOUTH ST","LAKEWOOD","FA0270686","STAR DONUTS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.12367,33.860158
"22507","FA0249385",96.25,"23350 LYONS AVE","NEWHALL","FA0249385","LITTLE CAESARS PIZZA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.542057,34.379636
"22508","FA0270441",91.75,"945 W HUNTINGTON DR","MONROVIA","FA0270441","ZEN BUFFET","RESTAURANT (151 + ) SEATS HIGH RISK",-118.019404,34.14027
"22509","FA0261299",93.5,"23716 LYONS AVE","SANTA CLARITA","FA0261299","CK COFFEE KIOSK","RESTAURANT (0-30) SEATS LOW RISK",-118.549194,34.379241
"22510","FA0270353",94,"17234 HAWTHORNE BLVD","TORRANCE","FA0270353","SUGAR FREE SHACK","RESTAURANT (0-30) SEATS MODERATE RISK",-118.352363,33.874019
"22511","FA0270499",96,"375 N WESTERN AVE","LOS ANGELES","FA0270499","MANGOTENTEN & PATISSERIE M","RESTAURANT (0-30) SEATS MODERATE RISK",-118.309151,34.077906
"22512","FA0270819",93.75,"410 W WHITTIER BLVD","MONTEBELLO","FA0270819","LA PALOMA GRILL","RESTAURANT (31-60) SEATS HIGH RISK",-118.104464,34.009265
"22513","FA0074091",99,"725 W GARVEY AVE","MONTEREY PARK","FA0074091","WING HOP FUNG (WINE TASTING)","RESTAURANT (0-30) SEATS LOW RISK",-118.133003,34.062516
"22514","FA0270294",86.5,"11383 LONG BEACH BLVD","LYNWOOD","FA0270294","STAR BUFFET","RESTAURANT (151 + ) SEATS HIGH RISK",-118.210794,33.927718
"22515","FA0271764",94,"141 LOS CERRITOS CENTER # A","CERRITOS","FA0271764","RS SMOOTHIES","RESTAURANT (0-30) SEATS MODERATE RISK",-118.094754,33.865105
"22516","FA0271512",94.6666666666667,"6333 W 3RD ST STE 322","LOS ANGELES","FA0271512","TREJO'S TACOS FARMERS MARKET LLC","RESTAURANT (0-30) SEATS HIGH RISK",-118.360102,34.071338
"22517","FA0271332",92,"120 N SAN GABRIEL BLVD # I","SAN GABRIEL","FA0271332","SHINJU SUSHI","RESTAURANT (31-60) SEATS HIGH RISK",-118.091018,34.104027
"22518","FA0272209",97.4,"618 W LAS TUNAS DR","SAN GABRIEL","FA0272209","PUNJAB INDIAN CUISINE","RESTAURANT (0-30) SEATS HIGH RISK",-118.109237,34.102424
"22519","FA0270849",89,"435 W FOOTHILL BLVD","CLAREMONT","FA0270849","THE SPOT CAFE","RESTAURANT (0-30) SEATS MODERATE RISK",-117.721186,34.107121
"22520","FA0271652",96,"970 N MONUMENT ST # 110","PACIFIC PALISADES","FA0271652","CINQUETERRE WEST OSTERIA","RESTAURANT (0-30) SEATS HIGH RISK",-118.524106,34.046291
"22521","FA0270643",94.25,"376 W 6TH ST","SAN PEDRO","FA0270643","CONRAD'S MEXICAN GRILL","RESTAURANT (0-30) SEATS HIGH RISK",-118.28511,33.738749
"22522","FA0270831",94.4,"6330 PACIFIC BLVD","HUNTINGTON PARK","FA0270831","HANA TEPPANYAKI JAPANESE GRILL","RESTAURANT (31-60) SEATS HIGH RISK",-118.22513,33.98266
"22523","FA0009555",96.3333333333333,"28291 NEWHALL RANCH RD","VALENCIA","FA0009555","THE COFFEE BEAN & TEA LEAF #173","RESTAURANT (0-30) SEATS LOW RISK",-118.574918,34.442762
"22524","FA0270525",92.75,"1559 ECHO PARK AVE","LOS ANGELES","FA0270525","COUNTERPART DELI","RESTAURANT (31-60) SEATS MODERATE RISK",-118.254585,34.081254
"22525","FA0271358",91.5,"8550 SANTA MONICA BLVD FL 3RD","WEST HOLLYWOOD","FA0271358","THE WING","RESTAURANT (31-60) SEATS HIGH RISK",-118.378058,34.088465
"22526","FA0270297",91.2,"8001 S CENTRAL AVE","LOS ANGELES","FA0270297","TACOS EL ESCONDIDO","RESTAURANT (31-60) SEATS HIGH RISK",-118.256409,33.966309
"22527","FA0160746",94,"1995 ARTESIA BLVD","REDONDO BEACH","FA0160746","ARTESIA BAR","RESTAURANT (31-60) SEATS LOW RISK",-118.377091,33.872887
"22528","FA0042745",98,"18255 VICTORY BLVD","RESEDA","FA0042745","ONEGENERATION SENIOR ENRICHMENT CENTER","RESTAURANT (61-150) SEATS LOW RISK",-118.530833,34.186606
"22529","FA0270869",89.6,"7022 GREENLEAF AVE","WHITTIER","FA0270869","LA CHIVA LOCA JR","RESTAURANT (31-60) SEATS HIGH RISK",-118.037363,33.978318
"22530","FA0270128",94.8,"526 S OCCIDENTAL BLVD","LOS ANGELES","FA0270128","CRISPY SCHOOL","RESTAURANT (0-30) SEATS HIGH RISK",-118.284278,34.0638
"22531","FA0271832",91.25,"18495 COLIMA RD UNIT #3&4","ROWLAND HEIGHTS","FA0271832","NORTHERN CAFE RESTAURANT","RESTAURANT (31-60) SEATS HIGH RISK",-117.90151,33.988238
"22532","FA0270543",85.5,"12209 NORWALK BLVD","NORWALK","FA0270543","THE COVE SEAFOOD INC","RESTAURANT (31-60) SEATS HIGH RISK",-118.072679,33.920502
"22533","FA0271665",93,"17259 VANOWEN ST","VAN NUYS","FA0271665","Q MEDITERRANEAN RESTAURANT","RESTAURANT (0-30) SEATS HIGH RISK",-118.509404,34.193891
"22534","FA0265740",93.1666666666667,"312 N GLENOAKS BLVD","BURBANK","FA0265740","CAFE CRISP","RESTAURANT (0-30) SEATS HIGH RISK",-118.30866,34.184958
"22535","FA0015858",94,"5117 TORRANCE BLVD","TORRANCE","FA0015858","CLUB CHA CHA","RESTAURANT (61-150) SEATS LOW RISK",-118.368704,33.837586
"22536","FA0271513",98.5,"2051 N PALOS VERDES DR","LOMITA","FA0271513","OLIVIA'S DOLL HOUSE TEA ROOM","RESTAURANT (0-30) SEATS LOW RISK",-118.315903,33.776103
"22537","FA0012687",100,"7326 JORDAN AVE","CANOGA PARK","FA0012687","CANOGA PARK SENIOR CITIZEN","RESTAURANT (61-150) SEATS LOW RISK",-118.602864,34.203644
"22538","FA0052033",94,"112 W CHANNEL RD","SANTA MONICA","FA0052033","SHOREBAR","RESTAURANT (31-60) SEATS LOW RISK",-118.518953,34.028516
"22539","FA0070765",95,"2020 E OLYMPIC BLVD","LOS ANGELES","FA0070765","SPEARMINT RHINO","RESTAURANT (61-150) SEATS LOW RISK",-118.236064,34.026817
"22540","FA0052371",93,"6333 W 3RD ST","LOS ANGELES","FA0052371","THE WASH ROOM","RESTAURANT (0-30) SEATS LOW RISK",-118.360102,34.071338
"22541","FA0270257",97,"18052 SATICOY ST","RESEDA","FA0270257","MAT SON","RESTAURANT (0-30) SEATS HIGH RISK",-118.526714,34.208409
"22542","FA0010677",97,"6233 HOLLYWOOD BLVD","LOS ANGELES","FA0010677","PANTAGES","RESTAURANT (0-30) SEATS LOW RISK",-118.325696,34.101627
"22543","FA0049477",99.5,"3242 W CAHUENGA BLVD W","LOS ANGELES","FA0049477","STARBUCKS COFFEE #11991","RESTAURANT (0-30) SEATS LOW RISK",-118.348865,34.12959
"22544","FA0271847",92.75,"8700 SANTA MONICA BLVD","WEST HOLLYWOOD","FA0271847","COCO QUEEN","RESTAURANT (31-60) SEATS HIGH RISK",-118.380006,34.087427
"22545","FA0270582",94.3333333333333,"1205 S BALDWIN AVE # A","ARCADIA","FA0270582","MOXIE LOUNGE AND KARAOKE","RESTAURANT (61-150) SEATS HIGH RISK",-118.054866,34.126016
"22546","FA0271563",93,"18625 SHERMAN WAY # 110","RESEDA","FA0271563","BUN BO HUE","RESTAURANT (0-30) SEATS HIGH RISK",-118.539387,34.201184
"22547","FA0272152",96.4,"5254 VAN NUYS BLVD","SHERMAN OAKS","FA0272152","O SOMO SUSHI","RESTAURANT (31-60) SEATS HIGH RISK",-118.448708,34.166667
"22548","FA0005415",95.5,"13250 WOODRUFF AVE","DOWNEY","FA0005415","AHARCHY LIBRARY","RESTAURANT (31-60) SEATS LOW RISK",-118.11667,33.910141
"22549","FA0271599",93.5,"1425 W ARTESIA BLVD # 17","GARDENA","FA0271599","AUNTIES CAFE","RESTAURANT (31-60) SEATS HIGH RISK",-118.30076,33.873009
"22550","FA0269238",95.75,"2829 BELLEVUE AVE","LOS ANGELES","FA0269238","MAURY'S","RESTAURANT (0-30) SEATS HIGH RISK",-118.275568,34.076776
"22551","FA0271649",95.4,"841 W LAS TUNAS DR","SAN GABRIEL","FA0271649","BOPOMOFO CAFE","RESTAURANT (31-60) SEATS HIGH RISK",-118.112142,34.102087
"22552","FA0272369",87.5,"250 W VALLEY BLVD # L","SAN GABRIEL","FA0272369","DALONG YI","RESTAURANT (61-150) SEATS HIGH RISK",-118.103425,34.079549
"22553","FA0270579",84.2,"1271 S BALDWIN AVE","ARCADIA","FA0270579","TONG TAK HOUSE SEAFOOD RESTAURANT","RESTAURANT (151 + ) SEATS HIGH RISK",-118.054977,34.12526
"22554","FA0270485",91.6666666666667,"4157 EAGLE ROCK BLVD UNIT 1&2","LOS ANGELES","FA0270485","KUSINA FILIPINA","RESTAURANT (31-60) SEATS HIGH RISK",-118.225715,34.121718
"22555","FA0242209",96.5,"18630 PIONEER BLVD","ARTESIA","FA0242209","KC PAAN","RESTAURANT (0-30) SEATS MODERATE RISK",-118.082166,33.862381
"22556","FA0270657",95.5,"736 N BROADWAY # 104","LOS ANGELES","FA0270657","LA BRISKET","RESTAURANT (0-30) SEATS HIGH RISK",-118.238808,34.061326
"22557","FA0037685",94.5,"5221 HOLLYWOOD BLVD","LOS ANGELES","FA0037685","THE STONE","RESTAURANT (31-60) SEATS LOW RISK",-118.304359,34.101749
"22558","FA0270897",80,"220 W GARVEY AVE # Q","MONTEREY PARK","FA0270897","MIAOMIAOXIAN","RESTAURANT (61-150) SEATS HIGH RISK",-118.124791,34.062421
"22559","FA0221687",96,"5151 STATE UNIVERSITY DR","LOS ANGELES","FA0221687","CAFE 47'","RESTAURANT (0-30) SEATS LOW RISK",-118.171566,34.062324
"22560","FA0270666",94.5,"2554 GLENDALE BLVD","LOS ANGELES","FA0270666","WONGS WOK SILVERLAKE","RESTAURANT (31-60) SEATS HIGH RISK",-118.25914,34.104047
"22561","FA0271640",90.6666666666667,"534 E VALLEY BLVD # 4-5","SAN GABRIEL","FA0271640","HIBISCUS TREE","RESTAURANT (31-60) SEATS HIGH RISK",-118.093259,34.08005
"22562","FA0268667",91.25,"1545 CRENSHAW BLVD","LOS ANGELES","FA0268667","E T DONUTS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.328116,34.045237
"22563","FA0061799",98,"16000 E TEMPLE AVE","LA PUENTE","FA0061799","EQUESTRIAN CTR BAR #1","RESTAURANT (0-30) SEATS LOW RISK",-117.944165,34.028101
"22564","FA0049478",94.5,"333 S VINCENT AVE","WEST COVINA","FA0049478","STARBUCKS COFFEE #6744","RESTAURANT (0-30) SEATS LOW RISK",-117.92705,34.068265
"22565","FA0002263",91,"739 N LA BREA AVE","LOS ANGELES","FA0002263","PLAZA SALOON","RESTAURANT (31-60) SEATS LOW RISK",-118.344058,34.084781
"22566","FA0272220",93.2,"8500 ROSEMEAD BLVD","PICO RIVERA","FA0272220","THE BURRITO EXCHANGE","RESTAURANT (0-30) SEATS HIGH RISK",-118.109289,33.96237
"22567","FA0270844",93.6,"12936 SHERMAN WAY","NORTH HOLLYWOOD","FA0270844","PA ORD ZAPPVER","RESTAURANT (31-60) SEATS HIGH RISK",-118.415187,34.201204
"22568","FA0270006",96.5,"363 S BROADWAY ST","LOS ANGELES","FA0270006","BUDDY'S","RESTAURANT (61-150) SEATS HIGH RISK",-118.249177,34.049704
"22569","FA0270290",90.3333333333333,"1700 ROSECRANS AVE STE C","MANHATTAN BEACH","FA0270290","MOTHER'S MARKET & KITCHEN","RESTAURANT (31-60) SEATS HIGH RISK",-118.382455,33.901825
"22570","FA0270817",93.5,"2212 FOOTHILL BLVD","LA VERNE","FA0270817","JERSEY MIKE'S SUBS #20077","RESTAURANT (31-60) SEATS MODERATE RISK",-117.763338,34.112649
"22571","FA0070764",97,"15004 OXNARD ST","VAN NUYS","FA0070764","SPEARMINT RHINO ADULT CABARE","RESTAURANT (151 + ) SEATS LOW RISK",-118.459891,34.179383
"22572","FA0068397",94,"25975 S VERMONT AVE","HARBOR CITY","FA0068397","PARKVIEW KAFE","RESTAURANT (0-30) SEATS MODERATE RISK",-118.297455,33.784509
"22573","FA0266630",94.75,"11695 DEL AMO BLVD","LAKEWOOD","FA0266630","STARBUCKS COFFEE #8708","RESTAURANT (31-60) SEATS MODERATE RISK",-118.083422,33.84606
"22574","FA0272021",98.3333333333333,"419 PICO BLVD","LOS ANGELES","FA0272021","ROBEKS JUICE#426-DTLA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.256572,34.034209
"22575","FA0241115",95,"5915 FRANKLIN AVE","LOS ANGELES","FA0241115","VAN LEEUWEN ARTISAN  ICECREAM","RESTAURANT (0-30) SEATS LOW RISK",-118.318679,34.105252
"22576","FA0047087",94,"11523 SANTA MONICA BLVD","LOS ANGELES","FA0047087","ROYAL THEATRE","RESTAURANT (0-30) SEATS LOW RISK",-118.452561,34.045292
"22577","FA0256675",91,"637 E ARROW HWY","AZUSA","FA0256675","RASPADOS LAS PINAS","RESTAURANT (0-30) SEATS MODERATE RISK",-117.897759,34.106771
"22578","FA0270975",85.25,"1635 W CARSON ST","TORRANCE","FA0270975","IN-N-OUT ASIAN BARBEQUE","RESTAURANT (0-30) SEATS HIGH RISK",-118.30772,33.831471
"22579","FA0270816",91.5,"865 W ROUTE 66 STE A","GLENDORA","FA0270816","JERSEY MIKE'S SUBS #20070","RESTAURANT (31-60) SEATS MODERATE RISK",-117.881138,34.128778
"22580","FA0267832",94.5,"1919 W 7TH ST # R","LOS ANGELES","FA0267832","7TH STREET CAFE","RESTAURANT (0-30) SEATS MODERATE RISK",-118.275179,34.05571
"22581","FA0270557",93.6,"12050 VENTURA BLVD # C202","STUDIO CITY","FA0270557","THE DAILY GRILL","RESTAURANT (151 + ) SEATS HIGH RISK",-118.394629,34.14362
"22582","FA0271622",94.5,"6756 HOLLYWOOD BLVD","LOS ANGELES","FA0271622","BOLLYWOOD GRILL","RESTAURANT (31-60) SEATS HIGH RISK",-118.337831,34.10155
"22583","FA0270600",99.3333333333333,"19301 NORDHOFF ST","NORTHRIDGE","FA0270600","STARBUCKS #29497","RESTAURANT (31-60) SEATS LOW RISK",-118.553979,34.235494
"22584","FA0268438",93.6,"27554 SIERRA HWY","CANYON COUNTRY","FA0268438","AMECI PIZZA CC","RESTAURANT (0-30) SEATS MODERATE RISK",-118.456105,34.415804
"22585","FA0034367",97.5,"941 N LA BREA AVE","INGLEWOOD","FA0034367","STARBUCKS COFFEE #2820","RESTAURANT (31-60) SEATS LOW RISK",-118.357628,33.975715
"22586","FA0269296",94.4,"11365 RIVERSIDE DR","NORTH HOLLYWOOD","FA0269296","TOLUCA BAKERY & CAFE","RESTAURANT (0-30) SEATS MODERATE RISK",-118.378447,34.157092
"22587","FA0270477",97,"12824 LA MIRADA BLVD","LA MIRADA","FA0270477","DING TEA LA MIRADA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.011781,33.915488
"22588","FA0242794",94.75,"11464 WHITTIER BLVD","WHITTIER","FA0242794","GREEN TURTLE BAR & RESTAURANT","RESTAURANT (151 + ) SEATS HIGH RISK",-118.055492,33.984156
"22589","FA0271087",90.6666666666667,"11051 HAWTHORNE BLVD","LENNOX","FA0271087","GOLDEN DONUTS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.352704,33.934829
"22590","FA0266861",86.5,"429 N WESTERN AVE STE 6","LOS ANGELES","FA0266861","D DAY","RESTAURANT (31-60) SEATS MODERATE RISK",-118.309162,34.078906
"22591","FA0064173",91,"15129 S WESTERN AVE","GARDENA","FA0064173","JADE RESTAURANT","RESTAURANT (31-60) SEATS MODERATE RISK",-118.309144,33.893935
"22592","FA0271555",85.5,"7407 1/2 MELROSE AVE","LOS ANGELES","FA0271555","PROVAMI PIZZERIA","RESTAURANT (0-30) SEATS HIGH RISK",-118.351433,34.083592
"22593","FA0270285",96.75,"328 W ROSECRANS AVE","COMPTON","FA0270285","COCINA SAN ANTONIO","RESTAURANT (0-30) SEATS HIGH RISK",-118.228488,33.90326
"22594","FA0271602",92,"969 W ARROW HWY","SAN DIMAS","FA0271602","BURGERIM","RESTAURANT (0-30) SEATS HIGH RISK",-117.826467,34.10674
"22595","FA0270660",91.2,"12828 LA MIRADA BLVD","LA MIRADA","FA0270660","CHOIS TERIYAKI","RESTAURANT (0-30) SEATS HIGH RISK",-118.011781,33.915432
"22596","FA0271836",92.3333333333333,"15544 LA MIRADA BLVD","LA MIRADA","FA0271836","QUEZADA'S TACOS","RESTAURANT (31-60) SEATS HIGH RISK",-118.001036,33.89033
"22597","FA0270825",93.75,"10801 W PICO BLVD","LOS ANGELES","FA0270825","THE APPLE PAN","RESTAURANT (0-30) SEATS HIGH RISK",-118.427683,34.040508
"22598","FA0271597",95.4,"9002 BALBOA BLVD","NORTHRIDGE","FA0271597","CALIFORNIA BOWL SUSHI & TERIYAKI","RESTAURANT (0-30) SEATS HIGH RISK",-118.502563,34.234436
"22599","FA0268989",96,"1805 W SUNSET BLVD","LOS ANGELES","FA0268989","EL PRADO","RESTAURANT (31-60) SEATS LOW RISK",-118.259477,34.077691
"22600","FA0023080",97,"5816 HEREFORD DR","LOS ANGELES","FA0023080","LUISA'S PLACE","RESTAURANT (0-30) SEATS LOW RISK",-118.145891,34.013488
"22601","FA0271122",95.6666666666667,"130 STONEWOOD ST","DOWNEY","FA0271122","MANGO'S FROZEN YOGURT","RESTAURANT (0-30) SEATS MODERATE RISK",-118.12102,33.938408
"22602","FA0048803",98.5,"30765 PACIFIC COAST HWY","MALIBU","FA0048803","STARBUCKS COFFEE #5562","RESTAURANT (31-60) SEATS LOW RISK",-118.843195,34.030873
"22603","FA0270981",94.6,"8440 BALBOA BLVD 103","NORTHRIDGE","FA0270981","T4 CAFE","RESTAURANT (0-30) SEATS HIGH RISK",-118.502647,34.224141
"22604","FA0270096",96.6666666666667,"1876 S PACIFIC COAST HWY","REDONDO BEACH","FA0270096","ROUND TABLE PIZZA","RESTAURANT (31-60) SEATS MODERATE RISK",-118.378227,33.81619
"22605","FA0270318",96.25,"110 N AVENUE 56","LOS ANGELES","FA0270318","BURGERLORDS","RESTAURANT (0-30) SEATS HIGH RISK",-118.1945,34.109322
